Census Tract,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES 3.0 Score, CES 3.0 Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6019001100,3174,Fresno ,93706,Fresno,-119.7816961,36.7096952,94.09,100.00,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,48.524,95.54,681.20,80.92,2.75,47.82,18551.95719,97.46,909.14,62.98,80.5,98.67,45.75,89.85,0.795,84.32,0,0.00,21.75,97.81,79.96,9.85,99.95,131.64,97.67,7.44,93.84,14.13,96.31,53.3,95.76,16.2,77.51,76.3,97.12,17.6,91.72,26,79.40,92.12,9.55,99.70
6071001600,6133,San Bernardino,91761,Ontario,-117.6180131,34.0577805,90.68,99.99,95-100% (highest scores),Yes,0.062,91.10,13.31,93.64,38.556,92.12,904.66,96.11,1.37,41.34,7494.236622,89.05,782.26,55.66,66.2,97.68,36,85.57,1.25,88.77,5,55.01,12,92.17,81.19,10.00,100.00,60.66,69.78,7.04,90.85,12.94,92.66,53.3,95.76,33.4,96.25,72.5,94.63,12.3,71.82,34.1,93.75,87.44,9.07,98.11
6019000200,3167,Fresno ,93706,Fresno,-119.8055044,36.7354914,85.97,99.97,95-100% (highest scores),Yes,0.062,91.10,15.4,97.22,47.445,95.42,681.20,80.92,3.03,48.75,12454.94841,95.42,576.52,39.00,22,85.13,30.25,81.93,0.2,60.50,0,0.00,2.5,57.18,71.16,8.76,99.00,142.12,98.33,10.16,99.78,14.96,97.67,42.3,89.06,16.7,78.39,86.8,99.56,16.1,87.98,40.1,97.85,94.58,9.81,99.99
6077000801,6692,San Joaquin,95203,Stockton,-121.3145235,37.9405169,82.49,99.96,95-100% (highest scores),Yes,0.046,53.02,12.54,84.02,24.117,73.52,278.76,29.11,12.93,60.56,2387.782922,69.97,1305.01,78.29,50.1,96.10,132.1,98.41,0.795,84.32,19,98.63,27,99.10,74.48,9.17,99.59,142.17,98.34,6.23,80.65,14.72,97.17,40.8,87.52,15.3,75.14,61.3,85.57,19.6,94.97,21.1,63.54,86.70,8.99,97.72
6019001500,2206,Fresno ,93725,Fresno,-119.7178427,36.6816,82.03,99.95,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,18.846,58.22,1000.24,98.64,3518.41,95.15,21790.70672,98.15,435.16,24.30,60,97.15,54.2,92.09,13.1,99.70,0,0.00,50.8,99.91,80.20,9.88,99.99,90.48,89.54,4.5,38.92,12.82,92.36,45.1,91.13,14.7,73.72,66.4,90.23,18.6,93.65,28.1,83.98,80.08,8.30,92.76
6037204920,2598,Los Angeles,90023,Los Angeles,-118.1974975,34.0175004,80.73,99.94,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,56.520,96.98,714.48,83.49,0.00,0.00,39040.17995,99.30,2943.44,97.19,36.7,93.14,25,77.29,4.93,96.31,7,71.61,3.85,65.67,76.73,9.45,99.88,68.74,77.63,7.35,93.21,10.4,77.62,53.1,95.67,23.7,89.15,66.4,90.23,11.6,67.42,22,67.03,82.36,8.54,94.89
6077000300,2396,San Joaquin,95203,Stockton,-121.3020724,37.952421,80.18,99.92,95-100% (highest scores),Yes,0.046,53.02,13.44,94.00,21.760,66.48,278.76,29.11,172.49,79.19,707.5361575,56.11,885.52,61.94,89.7,98.89,149.05,98.74,0.135,50.68,14,94.41,2.3,52.98,68.27,8.41,98.07,169.56,99.36,8.36,97.86,12.7,91.68,46,91.72,27.1,92.40,76.2,97.03,14.4,82.00,24.3,74.73,91.94,9.53,99.65
6019001000,4106,Fresno ,93706,Fresno,-119.804314,36.6977507,80.13,99.91,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,20.848,64.14,788.02,89.12,1435.93,90.89,6996.962409,88.06,243.54,7.97,15.45,77.60,20,71.07,0,0.00,0,0.00,10,89.46,66.88,8.24,97.35,142.28,98.42,7.83,95.91,14.96,97.67,47.4,92.58,15.8,76.58,74.5,95.90,20,95.49,31.8,90.72,93.79,9.73,99.91
6037206050,2146,Los Angeles,90023,Los Angeles,-118.2244531,34.0299036,79.03,99.90,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,53.958,96.42,664.07,78.57,0.00,0.00,10378.23648,94.06,2810.82,96.63,36.05,92.96,16.25,63.80,10.025,99.13,7,71.61,22.1,98.02,77.09,9.50,99.90,58.03,66.53,6.71,87.50,7.24,40.56,50.4,94.36,35.7,97.12,75.7,96.64,28.5,99.51,31.7,90.56,80.25,8.32,92.96
6019000400,6343,Fresno ,93721,Fresno,-119.7762091,36.7276563,78.53,99.89,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,54.356,96.74,681.20,80.92,114.96,76.84,125383.892,99.93,815.36,57.96,15.95,78.24,13.5,57.60,0.755,83.84,0,0.00,0.5,20.49,73.89,9.10,99.48,107.8,94.23,4.79,46.47,14.75,97.26,52.5,95.32,13.7,71.35,83.4,99.08,23.5,98.27,23.2,71.34,83.20,8.63,95.71
6099002100,4165,Stanislaus ,95354,Modesto,-120.9667385,37.6287607,78.52,99.87,95-100% (highest scores),Yes,0.053,73.93,12.89,92.89,24.585,74.88,826.14,91.61,14.38,61.53,1033.797912,60.53,606.03,42.26,30,90.50,9.55,47.20,2.62,93.66,7,71.61,3.5,64.87,71.92,8.86,99.15,94.54,91.09,5.37,62.51,13.59,94.75,52.3,95.22,16,77.08,78.3,97.74,19.3,94.64,24.8,76.12,85.47,8.86,97.10
6029002500,9122,Kern ,93307,Bakersfield,-118.9920281,35.3372541,78.41,99.86,95-100% (highest scores),Yes,0.065,98.18,19.18,99.86,20.420,62.81,1041.62,99.04,3.47,50.07,49.70815719,19.14,675.16,48.16,42.4,94.86,46.25,90.02,10.26,99.26,0,0.00,13.6,93.66,70.64,8.70,98.82,89.83,89.19,6.28,81.62,11.77,87.52,41.3,87.95,14.9,74.23,73.8,95.55,28.5,99.51,26.8,81.19,86.90,9.01,97.84
6019000600,6161,Fresno ,93721,Fresno,-119.7933565,36.743063,78.41,99.85,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,54.243,96.50,681.20,80.92,88.58,75.45,7030.451231,88.16,591.37,40.59,5.7,46.42,8,42.85,0.46,74.59,0,0.00,1.25,36.52,68.31,8.41,98.11,118.86,96.21,7.87,96.08,10.12,75.76,46.9,92.30,11.6,64.63,89.5,99.80,21.7,97.07,40.3,97.96,89.85,9.32,99.19
6019001201,5936,Fresno ,93725,Fresno,-119.7577716,36.7107523,78.05,99.84,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,27.565,81.22,681.20,80.92,0.00,0.00,19782.60168,97.68,347.88,16.22,98.65,99.11,71.8,95.10,4.275,95.89,0,0.00,20,97.36,70.73,8.71,98.86,89.51,89.07,5.28,60.00,12.74,91.90,52.3,95.22,22.9,88.15,70.7,93.51,20.1,95.58,31.2,89.79,86.39,8.96,97.59
6037205120,3618,Los Angeles,90023,Los Angeles,-118.2117956,34.0187546,78.04,99.82,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,50.075,95.97,664.07,78.57,0.00,0.00,19178.66447,97.57,887.21,62.00,49.45,96.04,37.25,86.18,17.72,99.89,7,71.61,14.75,94.77,75.61,9.31,99.75,68.74,77.63,5.14,56.27,10.4,77.62,61.4,98.68,28.4,93.31,78.3,97.74,16.9,90.20,24.6,75.53,80.80,8.38,93.44
6019000902,5252,Fresno ,93706,Fresno,-119.8042772,36.717769,77.65,99.81,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,47.943,95.47,681.20,80.92,683.81,86.95,25476.58305,98.48,170.75,4.17,12.1,69.68,3,21.88,0.01,8.56,0,0.00,4.25,69.11,64.75,7.98,95.98,142.28,98.42,9.24,99.26,14.96,97.67,53.8,96.01,27.1,92.40,77.5,97.54,21.8,97.13,21.1,63.54,93.89,9.74,99.94
6037291220,3353,Los Angeles,90247,Gardena,-118.286709,33.8771395,77.50,99.80,95-100% (highest scores),Yes,0.044,40.49,12.05,81.66,27.160,80.51,695.72,81.93,68.63,73.44,8937.64998,92.07,2467.25,94.72,17.4,80.54,65.55,94.17,0.855,85.08,18,98.32,3.45,63.43,79.99,9.85,99.96,66.49,75.48,6.54,85.38,8.87,62.00,31.4,78.12,23.1,88.39,53.4,77.32,8.9,46.86,37.3,96.34,75.85,7.87,88.16
6019001202,4756,Fresno ,93725,Fresno,-119.7410277,36.7026849,77.41,99.79,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,27.699,81.38,947.44,97.19,11.74,59.76,8837.26905,91.92,291.45,11.43,30.5,90.72,38.25,86.79,4.28,95.90,0,0.00,23,98.37,75.94,9.35,99.78,78.61,84.04,4.94,50.72,11.16,83.97,51.6,94.88,9.2,55.91,77.8,97.60,21.6,96.99,30.2,88.06,79.80,8.28,92.53
6019000800,964,Fresno ,93706,Fresno,-119.831179,36.7067181,77.40,99.77,95-100% (highest scores),Yes,0.062,91.10,15.4,97.22,13.163,39.64,784.33,89.02,1031.87,89.09,7265.254475,88.61,127.2,2.28,22,85.13,15,61.45,0.1,43.11,0,0.00,7,82.83,65.50,8.07,96.52,142.28,98.42,8.9,98.85,14.96,97.67,44.3,90.56,13.6,71.12,76.5,97.22,18.5,93.43,26.8,81.19,92.51,9.59,99.72
6019000300,3609,Fresno ,93706,Fresno,-119.8010347,36.726462,76.71,99.76,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,53.066,96.34,681.20,80.92,26.78,66.79,35783.10251,99.15,434.57,24.21,23.5,86.19,24,75.97,0.01,8.56,0,0.00,1,32.80,67.17,8.27,97.50,142.28,98.42,8.12,96.89,14.96,97.67,28.2,74.43,15.5,75.67,78.7,97.88,11.5,66.75,32,91.06,89.41,9.27,99.03
6037239202,4724,Los Angeles,90001,Los Angeles,-118.2649765,33.9856783,76.04,99.75,95-100% (highest scores),Yes,0.046,53.02,12.47,83.99,26.330,79.39,782.48,88.95,0.00,0.00,4808.807974,79.53,930.42,64.09,145.8,99.73,29.85,81.30,0.485,74.92,0,0.00,15,95.02,66.16,8.15,96.91,91.39,89.80,7,90.52,12.62,91.45,51.4,94.76,17.1,79.18,76.3,97.12,13.6,78.74,38.7,97.08,89.98,9.33,99.23
6037226002,1604,Los Angeles,90021,Los Angeles,-118.2477686,34.0326196,76.04,99.74,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,46.142,95.21,664.07,78.57,0.00,0.00,6139.175596,85.41,1929.83,90.16,57.35,96.81,22.3,73.87,8.24,98.85,7,71.61,30.3,99.46,76.54,9.43,99.83,149.88,98.64,5.71,70.73,8.24,54.00,38.7,85.77,26.6,91.92,65.3,89.30,11.1,64.04,24.2,74.38,77.77,8.07,90.38
6077000700,5269,San Joaquin,95206,Stockton,-121.2878729,37.9431727,76.02,99.72,95-100% (highest scores),Yes,0.046,53.02,13.5,94.01,22.055,67.12,278.76,29.11,73.13,73.93,810.2517341,57.88,1022.65,68.81,74.75,98.32,102.6,97.32,0.1,43.11,14,94.41,13.55,93.63,70.73,8.71,98.84,123.86,96.93,4.25,32.08,13.58,94.73,55.8,96.72,28.8,93.65,79.5,98.19,16.5,89.02,31.9,90.96,84.14,8.73,96.34
6019000901,3151,Fresno ,93706,Fresno,-119.804301,36.7104697,75.86,99.71,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,47.240,95.28,681.20,80.92,699.89,87.15,13674.44729,96.02,195.77,5.28,14.2,75.45,10,49.69,0,0.00,0,0.00,6,78.52,66.91,8.24,97.37,142.28,98.42,9.09,99.06,14.96,97.67,52.5,95.32,17.9,80.76,80.8,98.62,26.2,99.19,12.1,21.74,88.75,9.20,98.57
6077000100,3863,San Joaquin,95202,Stockton,-121.2853628,37.953996,75.54,99.70,95-100% (highest scores),Yes,0.046,53.02,13.53,94.09,19.735,60.86,278.76,29.11,18.64,63.54,629.2738636,54.27,495.25,30.29,60.7,97.23,96.85,97.04,0.15,54.01,14,94.41,7.5,84.51,65.16,8.03,96.30,176.3,99.53,6.53,85.22,10.87,82.00,36.3,83.38,20.2,84.60,86,99.42,30.8,99.73,36.5,95.80,90.75,9.41,99.41
6099002302,4010,Stanislaus ,95351,Modesto,-120.982756,37.6209695,75.19,99.68,95-100% (highest scores),Yes,0.053,73.93,12.89,92.89,22.835,69.57,819.97,90.93,19.78,63.99,658.156468,54.99,910.22,63.10,1.9,24.86,7.8,41.67,1.085,87.34,7,71.61,1.75,41.10,66.29,8.16,97.00,95.77,91.39,5.42,63.76,15.79,98.59,58,97.59,19.9,84.22,73.5,95.31,24.1,98.62,31,89.40,88.80,9.21,98.65
6071004900,7590,San Bernardino,92410,San Bernardino,-117.3168792,34.100314,74.95,99.67,95-100% (highest scores),Yes,0.065,98.18,12.47,83.99,32.455,87.95,854.92,93.01,0.00,0.00,1111.567743,61.27,847.17,59.82,18.6,82.03,2,13.52,2.3,92.86,1,15.26,3.5,64.87,64.02,7.89,95.44,121.39,96.61,5.97,75.86,15.23,98.06,59,97.91,22.6,87.80,74,95.65,20,95.49,30.7,88.79,91.65,9.50,99.58
6037535400,3495,Los Angeles,90002,Los Angeles,-118.2314205,33.947117,74.46,99.66,95-100% (highest scores),Yes,0.044,40.49,12.05,81.66,25.040,76.48,777.35,88.19,0.00,0.00,5904.681637,84.25,1094.36,71.48,92.55,98.96,51.5,91.44,0.7,82.95,0,0.00,27.2,99.17,66.98,8.25,97.41,88.42,88.88,5.27,59.76,12.7,91.68,59.7,98.12,20.5,85.11,75.4,96.48,17.9,92.45,39.6,97.58,87.03,9.03,97.96
6019000700,3921,Fresno ,93706,Fresno,-119.8277069,36.7345353,74.16,99.65,95-100% (highest scores),Yes,0.062,91.10,15.4,97.22,19.621,60.39,681.20,80.92,20.94,64.40,7246.016392,88.55,438.28,24.68,19.5,83.02,9.5,47.17,0.075,30.58,0,0.00,8.25,85.90,64.75,7.98,96.00,142.18,98.35,9.84,99.64,14.94,97.56,39.2,86.22,15.3,75.14,65.6,89.58,11.5,66.75,29.2,86.28,89.65,9.30,99.10
6065030300,4497,Riverside ,92501,Riverside,-117.3763853,33.9798271,74.06,99.63,95-100% (highest scores),Yes,0.065,98.18,12.89,92.89,29.001,83.22,960.39,98.08,0.00,0.00,1186.290627,61.91,1045.59,69.66,38.25,93.65,35.25,85.19,0.4,73.20,0,0.00,2.6,57.32,68.62,8.45,98.21,108.89,94.53,7.11,91.53,12.27,89.86,25.3,70.49,NA,NA,56.2,80.41,18.4,93.22,21.2,63.94,84.49,8.76,96.61
6019007100,7904,Fresno ,93662,Selma,-119.6279131,36.5629769,73.78,99.62,95-100% (highest scores),Yes,0.065,98.18,15.82,97.49,15.227,46.48,651.00,73.27,388.51,84.07,735.6523341,56.70,543.06,35.37,27.4,89.24,33,83.96,0.425,73.81,0,0.00,9.1,87.60,69.12,8.51,98.36,101.34,92.99,5.92,74.79,11.65,86.70,56.6,97.09,24.1,89.55,71.2,93.84,15.3,85.53,17,45.46,83.56,8.67,95.94
6037243100,5350,Los Angeles,90059,Los Angeles,-118.2350934,33.9327963,73.54,99.61,95-100% (highest scores),Yes,0.044,40.49,12.05,81.66,25.040,76.48,664.07,78.57,0.00,0.00,5852.275263,83.97,2521.07,95.10,25.25,87.83,12.15,54.40,0.555,78.98,0,0.00,3.7,65.24,62.55,7.70,94.35,105.29,93.67,9.99,99.71,11.72,87.08,60.8,98.44,16.5,78.02,76,96.90,15,84.41,35.9,95.18,92.04,9.54,99.68
6037543305,2666,Los Angeles,90220,Compton,-118.2238692,33.8611473,73.54,99.60,95-100% (highest scores),Yes,0.042,31.84,11.63,69.14,31.198,86.80,383.10,40.49,36.20,68.66,6896.098953,87.80,1418.39,81.13,53,96.39,149.5,98.76,2.675,93.85,13,92.77,10.75,90.33,75.84,9.34,99.76,106.87,94.05,10,99.74,12.47,90.91,19.7,61.34,1.9,13.12,34.1,50.95,12.1,70.57,30.6,88.58,75.91,7.87,88.26
6071005701,2216,San Bernardino,92401,San Bernardino,-117.2926063,34.1006404,73.28,99.58,95-100% (highest scores),Yes,0.065,98.18,12.05,81.66,38.370,92.10,571.38,60.17,0.00,0.00,707.1247544,56.09,747.98,53.59,50.8,96.19,2,13.52,2.5,93.20,1,15.26,6,78.52,61.85,7.62,93.62,131.79,97.68,8.97,98.94,18.3,99.61,42.2,88.94,31.8,95.59,89.3,99.79,17.4,91.37,19.8,58.01,92.74,9.62,99.81
6037204600,4101,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414,73.13,99.57,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,54.194,96.49,664.07,78.57,0.00,0.00,10365.37086,94.05,2937.84,97.16,3.75,35.90,8.3,43.38,1.7,90.71,7,71.61,4.55,70.17,69.56,8.57,98.53,73.07,80.60,5.81,72.72,9.25,66.09,53.4,95.82,24.9,90.31,71,93.73,14.9,84.10,33.7,93.35,82.30,8.53,94.83
6037227010,4662,Los Angeles,90011,Los Angeles,-118.2469968,34.0185256,72.68,99.56,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,42.594,94.51,664.07,78.57,0.00,0.00,6136.500335,85.38,982.78,66.89,57.8,96.86,3.55,23.65,1.54,90.25,7,71.61,18.2,96.77,70.16,8.64,98.68,64.02,73.52,6.04,77.16,9.65,71.01,62.1,98.81,17.9,80.76,72.2,94.47,11.8,68.79,42.1,98.60,81.09,8.41,93.77
6099002301,7841,Stanislaus ,95351,Modesto,-121.0188436,37.6049206,72.39,99.55,95-100% (highest scores),Yes,0.053,73.93,12.89,92.89,17.546,53.38,1131.90,99.75,840.89,88.12,593.611198,53.49,1090.88,71.35,1.4,21.31,8.1,42.97,0.05,25.76,7,71.61,3.2,62.70,65.71,8.09,96.68,79.42,84.70,5.5,65.74,12.24,89.70,45.6,91.46,21,85.86,65.6,89.58,23.4,98.20,38.7,97.08,86.24,8.94,97.54
6019000100,2860,Fresno ,93721,Fresno,-119.7927732,36.7369244,71.95,99.53,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,57.192,97.01,681.20,80.92,49.06,71.09,12665.51094,95.52,305.84,12.57,16.5,79.48,27,79.18,0.185,57.13,0,0.00,0,0.00,67.01,8.25,97.44,69.87,78.53,NA,NA,14.23,96.55,45.9,91.62,11.7,65.02,84.1,99.21,NA,NA,21.9,66.51,84.06,8.72,96.33
6077001900,5592,San Joaquin,95205,Stockton,-121.2605554,37.9516762,71.89,99.52,95-100% (highest scores),Yes,0.046,53.02,13.61,94.20,20.703,63.76,592.21,63.43,17.93,63.30,582.0127436,53.12,824.07,58.57,17.5,80.70,68.1,94.69,0,0.00,13,92.77,11.25,91.25,66.76,8.22,97.26,94.01,90.89,5.1,54.98,12.91,92.53,53.5,95.90,21.7,86.72,75.5,96.52,15.6,86.61,26.2,79.97,84.30,8.74,96.48
6037206032,5275,Los Angeles,90033,Los Angeles,-118.2246242,34.046259,71.56,99.51,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,62.680,97.97,664.07,78.57,0.00,0.00,7806.44435,89.86,2658.05,95.91,78.5,98.56,15.55,62.41,1.105,87.51,7,71.61,6.5,80.22,75.09,9.25,99.70,95.89,91.51,4.17,30.26,10.33,77.21,42.7,89.34,32.8,95.93,69.2,92.46,8.2,40.51,37.2,96.23,74.61,7.74,86.62
6037226001,2068,Los Angeles,90021,Los Angeles,-118.2502739,34.0244835,71.53,99.50,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,41.684,94.19,664.07,78.57,0.00,0.00,5941.164907,84.47,2289.68,93.38,55.6,96.64,4.6,28.85,3.55,95.14,7,71.61,24.7,98.70,73.35,9.03,99.43,87.25,88.14,6.16,79.28,9.3,66.56,59.2,98.02,33,96.01,79.3,98.10,4.1,6.94,24.2,74.38,76.34,7.92,88.88
6037239501,3454,Los Angeles,90001,Los Angeles,-118.2628927,33.9729857,71.36,99.48,95-100% (highest scores),Yes,0.046,53.02,12.05,81.66,26.330,79.39,664.07,78.57,0.00,0.00,5153.308202,80.77,1289.16,77.92,22.7,85.63,14.5,59.30,0.675,82.30,0,0.00,4.75,70.62,62.84,7.74,94.54,72.52,80.31,7.41,93.64,10.79,81.41,50.4,94.36,22.5,87.65,72.2,94.47,17.6,91.72,35.8,95.11,88.89,9.22,98.71
6019002000,6369,Fresno ,93728,Fresno,-119.8328803,36.7572824,71.34,99.47,95-100% (highest scores),Yes,0.062,91.10,15.4,97.22,38.250,91.89,756.90,87.13,0.02,11.57,3657.292495,75.75,827.41,58.83,6.25,48.98,10.5,50.78,0.31,69.73,0,0.00,5,73.54,65.11,8.02,96.23,91.21,89.73,8.44,98.09,8.81,61.00,42.1,88.83,19.3,83.22,80.7,98.58,21.6,96.99,24.6,75.53,85.78,8.90,97.30
6077005119,6006,San Joaquin,95330,Lathrop,-121.3027448,37.8446844,71.30,99.46,95-100% (highest scores),Yes,0.050,64.80,12.05,81.66,13.467,40.76,1050.74,99.11,1994.23,92.49,1144.795122,61.52,1088.07,71.25,34,92.28,290.05,99.74,3.01,94.51,11,89.54,14.55,94.60,80.10,9.87,99.98,65.67,74.73,6.3,81.93,10.67,80.01,18.4,58.97,13.9,72.04,34.7,52.09,11.3,65.55,18.8,53.71,69.68,7.23,79.47
6037203100,4839,Los Angeles,90033,Los Angeles,-118.1964766,34.059079,71.05,99.45,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,31.020,86.68,527.51,55.68,0.00,0.00,6735.289812,87.40,2969.91,97.28,9.8,61.51,41.3,88.28,0.66,81.98,6,63.17,5.5,75.64,69.75,8.59,98.57,76.55,82.86,5.17,57.03,8.65,58.86,57.7,97.45,26.8,92.03,76.1,96.96,14.9,84.10,36.4,95.71,79.75,8.27,92.47
6037530700,2213,Los Angeles,90063,Los Angeles,-118.183979,34.0592143,71.03,99.43,95-100% (highest scores),Yes,0.046,53.02,12.47,83.99,31.020,86.68,647.12,72.91,0.00,0.00,8.00E+03,90.15,1829.52,88.80,29.6,90.26,40,87.80,0.5,76.85,0,0.00,10,89.46,68.25,8.41,98.06,54.46,62.24,8,96.57,10.53,78.62,46.4,92.01,20.8,85.63,54.3,78.30,19,94.11,22.5,68.95,81.47,8.45,94.22
6073005000,2227,San Diego,92113,San Diego,-117.1411746,32.6948502,70.91,99.42,95-100% (highest scores),Yes,0.038,22.34,11.21,66.23,110.800,99.65,228.07,22.24,0.00,0.00,1176.628601,61.84,1144.32,73.37,27.75,89.49,93.3,96.79,5.56,97.37,16,97.26,13.5,93.61,64.56,7.95,95.82,127.1,97.23,5.4,63.17,9.63,70.78,44.6,90.79,33.5,96.29,82.8,99.02,17.2,90.84,39.8,97.68,85.99,8.92,97.39
6037301601,6198,Los Angeles,91201,Glendale,-118.2865467,34.1623874,70.91,99.41,95-100% (highest scores),Yes,0.053,73.93,12.05,81.66,25.934,77.93,904.35,96.10,0.00,0.00,1882.547416,67.30,2095.06,91.88,52.05,96.30,88.7,96.52,2.675,93.85,8,76.39,9.75,88.56,76.66,9.44,99.85,32.65,29.67,6.33,82.43,9.9,73.79,27.2,73.19,47.9,99.31,49.9,73.05,12.2,71.24,39.4,97.50,72.41,7.51,83.28
6037185320,3081,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194,70.89,99.39,95-100% (highest scores),Yes,0.046,53.02,12.89,92.89,28.120,82.04,535.03,56.32,0.00,0.00,3996.547625,76.71,1781.48,88.13,27.65,89.37,15.05,61.50,1.21,88.32,8,76.39,6.3,79.42,69.11,8.51,98.34,69.42,78.29,7.05,90.99,7.73,47.20,58,97.59,24.6,90.04,65.6,89.58,13.3,77.40,29.9,87.64,80.31,8.33,93.05
6037543202,4867,Los Angeles,90220,Compton,-118.230032,33.8798617,70.82,99.38,95-100% (highest scores),Yes,0.042,31.84,12.05,81.66,35.920,90.17,444.22,45.64,0.00,0.00,6626.914092,87.09,1641.48,85.66,20.9,84.11,63.5,93.79,1.25,88.77,6,63.17,6.2,79.06,67.46,8.31,97.65,110.81,94.90,5.2,57.82,12.82,92.36,48.2,92.93,8,51.09,62.9,87.08,14.8,83.70,42,98.58,82.19,8.52,94.74
6065030502,2220,Riverside ,92507,Riverside,-117.3560514,33.9857419,70.63,99.37,95-100% (highest scores),Yes,0.065,98.18,12.89,92.89,43.217,94.64,960.39,98.08,0.00,0.00,940.1426992,59.55,1545.2,83.87,24.95,87.54,26,78.29,1.025,86.86,0,0.00,2.6,57.32,70.88,8.73,98.95,61.55,70.75,6.69,87.33,9.04,63.96,59.9,98.20,17.9,80.76,64.8,88.91,17.3,91.10,18.2,51.05,78.01,8.09,90.60
6071012500,4268,San Bernardino,92324,Colton,-117.3233041,34.0602092,70.61,99.36,95-100% (highest scores),Yes,0.065,98.18,12.47,83.99,29.033,83.45,671.64,79.21,0.00,0.00,800.1737046,57.71,1617.04,85.16,40.15,94.20,3,21.88,0.21,61.56,1,15.26,15.25,95.17,65.65,8.09,96.61,95.84,91.50,7.47,94.03,16.38,99.15,40.5,87.19,14,72.32,70,92.95,7.3,32.10,27.5,82.93,84.20,8.73,96.39
6037531302,6709,Los Angeles,90023,Los Angeles,-118.1827241,34.0169019,70.59,99.34,95-100% (highest scores),Yes,0.046,53.02,12.47,83.99,56.520,96.98,640.73,72.16,0.00,0.00,58357.83013,99.65,3299.97,98.21,46.65,95.57,11.9,53.49,1.38,89.58,7,71.61,2.5,57.18,72.50,8.93,99.28,55.5,63.56,5.19,57.61,8.58,58.01,62.2,98.84,38,97.83,65.6,89.58,14.4,82.00,36.1,95.35,76.22,7.90,88.69
6019001301,5653,Fresno ,93702,Fresno,-119.7499923,36.732259,70.56,99.33,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,24.310,74.10,681.20,80.92,0.29,28.67,5811.241525,83.74,562.71,37.60,8,55.60,14,58.54,0.135,50.68,0,0.00,0,0.00,58.65,7.22,89.62,119.79,96.57,6.59,86.06,17.15,99.43,62.8,98.93,25.4,90.75,82.7,98.97,20.3,95.77,29.8,87.38,94.19,9.77,99.96
6019002502,5431,Fresno ,93702,Fresno,-119.7634654,36.7540827,70.56,99.32,95-100% (highest scores),Yes,0.065,98.18,15.4,97.22,43.346,94.67,681.20,80.92,0.00,0.00,2492.474237,70.50,1119.37,72.49,0,0.00,8,42.85,0.01,8.56,0,0.00,5,73.54,57.28,7.06,87.36,115.44,95.76,7.2,92.16,16.4,99.18,62.4,98.85,28,93.05,87.5,99.64,23.1,97.99,37.2,96.23,96.43,10.00,100.00
6037402801,5170,Los Angeles,91766,Pomona,-117.7349296,34.0542821,70.39,99.31,95-100% (highest scores),Yes,0.057,82.10,12.89,92.89,22.902,69.70,863.72,93.65,0.00,0.00,7176.500215,88.43,648.27,46.06,29.5,90.20,5,32.03,1.05,87.12,1,15.26,28,99.27,66.62,8.21,97.17,66.33,75.28,6.36,82.81,9.77,72.45,57.1,97.29,25.6,90.91,71.8,94.20,11.6,67.42,33.5,93.12,82.72,8.58,95.27
